         1748559 function calls (1652450 primitive calls) in 26.401 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:84(opengroup)
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\lib\function_base.py:1316(_diff_dispatcher)
        8    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\threading.py:261(_is_owned)
       14    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:773(get_scale)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\rcsetup.py:249(validate_backend)
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:1758(tick_values)
       36    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\inspect.py:2845(parameters)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:1323(_fixupParents)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\typing_extensions.py:2954(_has_generic_or_protocol_as_origin)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\inspect.py:1553(_shadowed_dict)
        6    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:1192(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\textpath.py:26(__init__)
       80    0.000    0.000    0.000    0.000 .\main.py:40(<lambda>)
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\__init__.py:327(wrapper)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\Image.py:543(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\Image.py:563(size)
        3    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:3403(set_axis_on)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:1392(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2647(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:229(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:1643(sca)
       44    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:389(<dictcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_compile.py:423(_simple)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:3249(add_axobserver)
       10    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:1756(have_units)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\contextlib.py:458(_push_cm_exit)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:973(y1)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:228(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:2049(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\synchronize.py:360(Barrier)
        6    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\_collections_abc.py:349(__subclasshook__)
       16    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       14    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\_api\deprecation.py:363(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\__init__.py:146(_DType_reduce)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:173(Pool)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\BmpImagePlugin.py:63(BmpImageFile)
       26    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:249(match)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:2446(_unit_change_handler)
        3    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\codecs.py:186(__init__)
       39    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:2567(<listcomp>)
       22    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1006(minpos)
        5    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\scale.py:96(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:338(_setdefaults)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend.py:686(_get_loc)
       16    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\pathlib.py:603(__getitem__)
        8    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\typing.py:643(_is_dunder)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\typing_extensions.py:2976(_is_unpacked_typevartuple)
        6    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\tempfile.py:224(_get_candidate_names)
        9    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\weakref.py:284(update)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\typing.py:219(_remove_dups_flatten)
       15    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:113(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:328(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:874(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\connection.py:114(_ConnectionBase)
        6    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\synchronize.py:90(_make_methods)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backends\backend_agg.py:100(_update_methods)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\pathlib.py:224(_ext_to_normal)
        8    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\threading.py:255(_release_save)
       17    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:160(__len__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backends\backend_agg.py:435(buffer_rgba)
       12    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\inspect.py:158(isfunction)
        4    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       22    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:605(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\linalg\linalg.py:136(_commonType)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\gridspec.py:432(<dictcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend.py:1212(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\species.py:8(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:157(__init__)
       19    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\PngImagePlugin.py:279(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:543(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend_handler.py:95(adjust_drawing_area)
        7    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\enum.py:28(_is_sunder)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\inspect.py:1546(_is_type)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\colors.py:338(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:224(__init__)
       32    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1017(minposx)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\spines.py:541(from_dict)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\inspect.py:2543(replace)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\pyplot.py:388(draw_if_interactive)
       16    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:1690(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:276(_get_sentinels)
        7    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\enum.py:20(_is_dunder)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\pathlib.py:712(__fspath__)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:799(get_window_extent)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\gridspec.py:552(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:1256(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:2688(get_layout_engine)
        4    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\contextlib.py:697(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\enum.py:484(_find_data_type)
       24    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\shape_base.py:135(_atleast_3d_dispatcher)
        4    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
       15    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\typing_extensions.py:1364(get_origin)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\projections\__init__.py:98(get_projection_class)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        6    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\inspect.py:513(_is_wrapper)
       10    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1760(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\NEAT.py:147(<listcomp>)
        7    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:2227(get_label_position)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\pathlib.py:214(_split_extended_path)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\pathlib.py:931(parents)
        3    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\typing.py:717(__hash__)
        3    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:223(_releaseLock)
       10    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\rcsetup.py:66(__call__)
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1370(depth)
        7    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:1697(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\synchronize.py:46(SemLock)
        3    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\functools.py:63(wraps)
        9    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:111(__init__)
       10    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\pyplot.py:123(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\_api\deprecation.py:350(<genexpr>)
       18    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:464(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\contextlib.py:385(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\inspect.py:1525(_static_getmro)
        5    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\Image.py:3627(register_mime)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\functools.py:931(__init__)
        8    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        3    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:156(update)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_compile.py:432(_generate_overlap_table)
       12    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       13    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend_handler.py:188(get_numpoints)
        5    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\genomic_distance.py:17(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:728(__enter__)
        3    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\enum.py:12(_is_descriptor)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\pyplot.py:185(_get_required_interactive_framework)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\pyplot.py:914(get_fignums)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\JpegImagePlugin.py:327(JpegImageFile)
        4    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       19    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:1093(get_label)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:2214(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:2215(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:750(ready)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\queues.py:34(Queue)
        5    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_compile.py:65(_combine_flags)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\pathlib.py:675(_from_parsed_parts)
       12    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\context.py:187(get_context)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\Image.py:567(mode)
        5    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\Image.py:3642(register_save)
       15    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:1375(get_mouseover)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:1173(get_axes_locator)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:1608(get_aspect)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\PpmImagePlugin.py:161(PpmPlainDecoder)
       10    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:81(groups)
        3    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\_util.py:9(is_path)
        7    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1028(minposy)
       21    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:430(is_transform_set)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend.py:776(get_legend_handler_map)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backends\backend_agg.py:277(buffer_rgba)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\contextlib.py:463(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:3581(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\_pylab_helpers.py:118(set_active)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:100(add)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:840(_set_autoscale_on)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backends\backend_agg.py:289(option_image_nocomposite)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:768(rotation_point)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\threading.py:81(RLock)
        6    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\context.py:197(get_start_method)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        3    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\_api\__init__.py:53(__get__)
       14    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\scale.py:78(limit_range_for_scale)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:1113(get_zorder)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\gridspec.py:123(set_height_ratios)
       16    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\_collections_abc.py:302(__subclasshook__)
       10    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\enum.py:58(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:1752(is_saving)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\spines.py:538(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:3971(set_navigate)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\NEAT.py:259(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\connection.py:268(PipeConnection)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\enum.py:327(__getattr__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\context.py:233(get_context)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\reduction.py:43(register)
        2    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        6    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\__init__.py:686(_set)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\PngImagePlugin.py:282(add)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:1701(_fix_ipython_backend2gui)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:1744(_idle_draw_cntx)
